Species	RefSeq ID	Name
Escherichia coli	GCF_040571355.1	ASM4057135v1
Escherichia coli	GCF_021399015.1	ASM2139901v1
Escherichia coli	GCF_029990275.1	ASM2999027v1
Escherichia coli	GCF_024584965.1	ASM2458496v1
Staphylococcus aureus	GCF_027920385.1	ASM2792038v1
Escherichia coli	GCF_020091645.1	ASM2009164v1
Staphylococcus aureus	GCF_009912755.1	ASM991275v1
Escherichia coli	GCF_022558745.1	ASM2255874v1
Salmonella enterica	GCF_003717015.1	ASM371701v1
Escherichia coli	GCF_904863255.1	MINF_9A
Escherichia coli	GCF_013389695.1	ASM1338969v1
Escherichia coli	GCF_014607535.1	ASM1460753v1
Salmonella enterica	GCF_002234475.1	ASM223447v1
Listeria monocytogenes	GCF_004142705.1	ASM414270v2
Limosilactobacillus fermentum	GCF_029537335.1	ASM2953733v1
Staphylococcus aureus	GCF_004772175.1	ASM477217v1
Salmonella enterica	GCF_000973645.1	ASM97364v1
Staphylococcus aureus	GCF_003264775.1	ASM326477v1
Escherichia coli	GCF_013167075.1	ASM1316707v1
Listeria monocytogenes	GCF_001188655.1	ASM118865v1
Salmonella enterica	GCF_020410865.1	ASM2041086v1
Salmonella enterica	GCF_002761055.1	ASM276105v1
Escherichia coli	GCF_001566615.1	ASM156661v1
Escherichia coli	GCF_012934555.1	ASM1293455v1
Escherichia coli	GCF_017164755.1	ASM1716475v1
Staphylococcus aureus	GCF_002952015.1	ASM295201v1
Escherichia coli	GCF_037569855.1	ASM3756985v1
Enterococcus faecalis	GCF_035621375.1	ASM3562137v1
Escherichia coli	GCF_036501105.1	ASM3650110v1
Escherichia coli	GCF_949786345.1	EC0026B_R1
Pseudomonas aeruginosa	GCF_023520735.1	ASM2352073v1
Escherichia coli	GCF_001420935.1	ASM142093v1
Salmonella enterica	GCF_034448035.1	ASM3444803v1
Staphylococcus aureus	GCF_001887075.1	ASM188707v1
Escherichia coli	GCF_029991165.1	ASM2999116v1
Pseudomonas aeruginosa	GCF_022810885.1	ASM2281088v1
Salmonella enterica	GCF_020715425.1	ASM2071542v1
Salmonella enterica	GCF_018336435.1	ASM1833643v1
Bacillus subtilis	GCF_004103535.1	ASM410353v1
Staphylococcus aureus	GCF_026167725.1	ASM2616772v1
Escherichia coli	GCF_017161035.1	ASM1716103v1
Pseudomonas aeruginosa	GCF_019857325.1	ASM1985732v1
Listeria monocytogenes	GCF_000306905.1	ASM30690v1
Escherichia coli	GCF_030389715.1	ASM3038971v1
Escherichia coli	GCF_016659085.1	ASM1665908v1
Escherichia coli	GCF_029989825.1	ASM2998982v1
Bacillus subtilis	GCF_003665315.1	ASM366531v1
Escherichia coli	GCF_024125695.1	ASM2412569v1
Enterococcus faecalis	GCF_033813895.1	ASM3381389v1
Escherichia coli	GCF_029991095.1	ASM2999109v1
Salmonella enterica	GCF_037867775.1	ASM3786777v1
Escherichia coli	GCF_030166515.1	ASM3016651v1
Staphylococcus aureus	GCF_026625345.1	ASM2662534v1
Staphylococcus aureus	GCF_000011505.1	ASM1150v1
Bacillus subtilis	GCF_040008285.1	ASM4000828v1
Escherichia coli	GCF_030717665.1	ASM3071766v1
Listeria monocytogenes	GCF_002213845.1	ASM221384v1
Salmonella enterica	GCF_002952975.1	ASM295297v1
Bacillus subtilis	GCF_028541545.1	ASM2854154v1
Escherichia coli	GCF_902810285.1	SC406
Staphylococcus aureus	GCF_034357665.1	ASM3435766v1
Salmonella enterica	GCF_018340585.1	ASM1834058v1
Escherichia coli	GCF_030846015.1	ASM3084601v1
Escherichia coli	GCF_017165355.1	ASM1716535v1
Salmonella enterica	GCF_031038815.1	ASM3103881v1
Escherichia coli	GCF_000618905.3	ASM61890v3
Enterococcus faecalis	GCF_021484825.1	ASM2148482v1
Listeria monocytogenes	GCF_018604325.1	ASM1860432v1
Listeria monocytogenes	GCF_009664775.1	ASM966477v1
Escherichia coli	GCF_900636105.1	38936_F01
Escherichia coli	GCF_031852315.1	ASM3185231v1
Escherichia coli	GCF_024918275.1	ASM2491827v1
Salmonella enterica	GCF_006165165.1	ASM616516v1
Staphylococcus aureus	GCF_009739715.1	ASM973971v1
Enterococcus faecalis	GCF_025958825.1	ASM2595882v1
Escherichia coli	GCF_018771585.1	ASM1877158v1
Escherichia coli	GCF_003122105.1	ASM312210v1
Escherichia coli	GCF_004377995.2	ASM437799v2
Salmonella enterica	GCF_024266125.1	ASM2426612v1
Staphylococcus aureus	GCF_022691325.1	ASM2269132v1
Staphylococcus aureus	GCF_000470865.1	ASM47086v1
Staphylococcus aureus	GCF_000017085.1	ASM1708v1
Pseudomonas aeruginosa	GCF_002085755.1	ASM208575v1
Salmonella enterica	GCF_032681265.1	ASM3268126v1
Escherichia coli	GCF_002105735.1	ASM210573v1
Pseudomonas aeruginosa	GCF_036232385.1	ASM3623238v1
Escherichia coli	GCF_031675475.1	ASM3167547v2
Bacillus subtilis	GCF_025809235.1	ASM2580923v1
Staphylococcus aureus	GCF_002089055.1	ASM208905v1
Salmonella enterica	GCF_014334195.1	ASM1433419v1
Escherichia coli	GCF_964053065.1	30859_5_287
Escherichia coli	GCF_013168175.1	ASM1316817v1
Escherichia coli	GCF_014863725.1	ASM1486372v1
Escherichia coli	GCF_013167035.1	ASM1316703v1
Salmonella enterica	GCF_000748565.2	ASM74856v2
Listeria monocytogenes	GCF_029891435.2	ASM2989143v2
Escherichia coli	GCF_030389945.1	ASM3038994v1
Pseudomonas aeruginosa	GCF_036232625.1	ASM3623262v1
Escherichia coli	GCF_009648495.1	ASM964849v1
Salmonella enterica	GCF_009664635.1	ASM966463v1
Escherichia coli	GCF_036506995.1	ASM3650699v1
Listeria monocytogenes	GCF_018735945.1	ASM1873594v1
Salmonella enterica	GCF_031197025.1	ASM3119702v1
Listeria monocytogenes	GCF_001999165.1	ASM199916v1
Listeria monocytogenes	GCF_001952775.1	ASM195277v1
Escherichia coli	GCF_015571755.1	ASM1557175v1
Staphylococcus aureus	GCF_005707335.1	ASM570733v1
Escherichia coli	GCF_001890225.1	ASM189022v1
Escherichia coli	GCF_026506315.1	ASM2650631v1
Staphylococcus aureus	GCF_038789195.1	19-02247_RKI_Sau
Salmonella enterica	GCF_026873445.1	ASM2687344v1
Escherichia coli	GCF_030389735.1	ASM3038973v1
Bacillus subtilis	GCF_004119635.1	ASM411963v1
Escherichia coli	GCF_024585405.1	ASM2458540v1
Salmonella enterica	GCF_001953675.1	ASM195367v1
Escherichia coli	GCF_008124105.1	ASM812410v1
Pseudomonas aeruginosa	GCF_036233275.1	ASM3623327v1
Pseudomonas aeruginosa	GCF_019434095.1	ASM1943409v1
Salmonella enterica	GCF_009650375.1	ASM965037v1
Escherichia coli	GCF_024499245.1	ASM2449924v1
Escherichia coli	GCF_016772495.1	ASM1677249v1
Escherichia coli	GCF_013694325.1	ASM1369432v1
Enterococcus faecalis	GCF_906464875.1	BX8117
Escherichia coli	GCF_020886435.2	ASM2088643v2
Limosilactobacillus fermentum	GCF_003855655.1	ASM385565v1
Salmonella enterica	GCF_038396425.1	ASM3839642v1
Staphylococcus aureus	GCF_002000805.1	ASM200080v1
Escherichia coli	GCF_002855325.1	ASM285532v1
Escherichia coli	GCF_003017935.1	ASM301793v1
Escherichia coli	GCF_037555585.1	ASM3755558v1
Escherichia coli	GCF_013201215.1	ASM1320121v1
Bacillus subtilis	GCF_009662215.1	ASM966221v1
Pseudomonas aeruginosa	GCF_024126335.1	ASM2412633v1
Salmonella enterica	GCF_019428465.1	ASM1942846v1
Salmonella enterica	GCF_001623665.2	ASM162366v2
Escherichia coli	GCF_019357435.1	ASM1935743v1
Staphylococcus aureus	GCF_040364505.1	ASM4036450v1
Staphylococcus aureus	GCF_019915585.1	ASM1991558v1
Escherichia coli	GCF_022493735.1	ASM2249373v1
Enterococcus faecalis	GCF_028621775.1	ASM2862177v1
Pseudomonas aeruginosa	GCF_022810825.1	ASM2281082v1
Salmonella enterica	GCF_037864505.1	ASM3786450v1
Salmonella enterica	GCF_020714725.1	ASM2071472v1
Salmonella enterica	GCF_002760995.1	ASM276099v1
Salmonella enterica	GCF_006517035.1	ASM651703v1
Escherichia coli	GCF_016904175.1	ASM1690417v1
Escherichia coli	GCF_036507815.1	ASM3650781v1
Salmonella enterica	GCF_016454645.1	ASM1645464v1
Escherichia coli	GCF_014117405.1	ASM1411740v1
Escherichia coli	GCF_025995195.1	ASM2599519v1
Pseudomonas aeruginosa	GCF_038396595.1	ASM3839659v1
Escherichia coli	GCF_027944695.1	ASM2794469v1
Escherichia coli	GCF_025252445.1	ASM2525244v1
Escherichia coli	GCF_030939765.1	ASM3093976v2
Staphylococcus aureus	GCF_008620175.1	ASM862017v1
Listeria monocytogenes	GCF_002213705.1	ASM221370v1
Escherichia coli	GCF_036452055.1	ASM3645205v1
Salmonella enterica	GCF_021713115.1	ASM2171311v1
Escherichia coli	GCF_030285605.1	ASM3028560v1
Enterococcus faecalis	GCF_030020555.1	ASM3002055v1
Staphylococcus aureus	GCF_034043075.1	ASM3404307v1
Escherichia coli	GCF_020535205.1	ASM2053520v1
Bacillus subtilis	GCF_002173695.1	ASM217369v1
Escherichia coli	GCF_001901125.1	ASM190112v1
Escherichia coli	GCF_004771235.1	ASM477123v1
Escherichia coli	GCF_030168715.1	ASM3016871v1
Escherichia coli	GCF_038430275.1	ASM3843027v1
Escherichia coli	GCF_007833255.1	ASM783325v1
Pseudomonas aeruginosa	GCF_001482325.1	ASM148232v1
Escherichia coli	GCF_037540695.1	ASM3754069v1
Pseudomonas aeruginosa	GCF_021184245.1	ASM2118424v1
Staphylococcus aureus	GCF_026625525.1	ASM2662552v1
Escherichia coli	GCF_036884445.1	ASM3688444v1
Escherichia coli	GCF_018986795.1	ASM1898679v1
Staphylococcus aureus	GCF_900324235.1	5_3949
Escherichia coli	GCF_022759885.1	ASM2275988v1
Bacillus subtilis	GCF_030122865.1	ASM3012286v1
Pseudomonas aeruginosa	GCF_009664165.1	ASM966416v1
Escherichia coli	GCF_019355495.1	ASM1935549v1
Escherichia coli	GCF_018884565.1	ASM1888456v1
Escherichia coli	GCF_008727175.1	ASM872717v1
Staphylococcus aureus	GCF_025559005.1	ASM2555900v1
Bacillus subtilis	GCF_024799885.1	ASM2479988v1
Escherichia coli	GCF_011045275.1	ASM1104527v1
Salmonella enterica	GCF_022869965.1	ASM2286996v1
Bacillus subtilis	GCF_013009385.1	ASM1300938v1
Salmonella enterica	GCF_024365025.1	ASM2436502v1
Salmonella enterica	GCF_012050905.1	ASM1205090v1
Bacillus subtilis	GCF_004103555.1	ASM410355v1
Salmonella enterica	GCF_020714745.1	ASM2071474v1
Escherichia coli	GCF_013168035.1	ASM1316803v1
Escherichia coli	GCF_027944595.1	ASM2794459v1
Salmonella enterica	GCF_012050205.1	ASM1205020v1
Enterococcus faecalis	GCF_030020215.1	ASM3002021v1
Pseudomonas aeruginosa	GCF_024397355.1	ASM2439735v1
Pseudomonas aeruginosa	GCF_027570875.1	ASM2757087v1
Escherichia coli	GCF_026967655.1	ASM2696765v1
Enterococcus faecalis	GCF_033815825.1	ASM3381582v1
Salmonella enterica	GCF_001969425.1	ASM196942v1
Pseudomonas aeruginosa	GCF_036232125.1	ASM3623212v1
Escherichia coli	GCF_029854495.1	ASM2985449v1
Listeria monocytogenes	GCF_000438725.2	ASM43872v2
Escherichia coli	GCF_011045875.1	ASM1104587v1
Escherichia coli	GCF_022559305.1	ASM2255930v1
Escherichia coli	GCF_027943565.1	ASM2794356v1
Staphylococcus aureus	GCF_015732455.1	ASM1573245v1
Staphylococcus aureus	GCF_017088305.1	ASM1708830v1
Pseudomonas aeruginosa	GCF_014217315.1	ASM1421731v1
Pseudomonas aeruginosa	GCF_002085605.1	ASM208560v1
Salmonella enterica	GCF_028892665.1	ASM2889266v1
Salmonella enterica	GCF_000280315.2	ASM28031v2
Escherichia coli	GCF_023278245.1	ASM2327824v1
Escherichia coli	GCF_013426075.1	ASM1342607v1
Escherichia coli	GCF_000009565.1	ASM956v1
Salmonella enterica	GCF_000623355.1	ASM62335v1
Staphylococcus aureus	GCF_022691385.1	ASM2269138v1
Escherichia coli	GCF_027944795.1	ASM2794479v1
Escherichia coli	GCF_000813165.1	ASM81316v1
Escherichia coli	GCF_013374275.1	ASM1337427v1
Escherichia coli	GCF_904863305.1	MSB1_3B
Salmonella enterica	GCF_003856755.1	ASM385675v1
Escherichia coli	GCF_013167455.1	ASM1316745v1
Enterococcus faecalis	GCF_021610105.1	ASM2161010v1
Bacillus subtilis	GCF_004119595.1	ASM411959v1
Escherichia coli	GCF_029537195.1	ASM2953719v1
Listeria monocytogenes	GCF_018604305.1	ASM1860430v1
Salmonella enterica	GCF_037888925.1	ASM3788892v1
Escherichia coli	GCF_029318975.1	ASM2931897v1
Staphylococcus aureus	GCF_020887215.1	ASM2088721v1
Escherichia coli	GCF_014075795.1	ASM1407579v1
Salmonella enterica	GCF_015708295.1	ASM1570829v1
Pseudomonas aeruginosa	GCF_036232245.1	ASM3623224v1
Bacillus subtilis	GCF_024972835.1	ASM2497283v1
Enterococcus faecalis	GCF_023299525.1	ASM2329952v1
Staphylococcus aureus	GCF_021172845.1	ASM2117284v1
Escherichia coli	GCF_000988425.1	ASM98842v1
Escherichia coli	GCF_040267635.1	MRSN123636
Escherichia coli	GCF_032375245.1	ASM3237524v1
Escherichia coli	GCF_013393825.1	ASM1339382v1
Escherichia coli	GCF_000662395.1	ASM66239v1
Salmonella enterica	GCF_001690075.1	ASM169007v1
Salmonella enterica	GCF_003325015.1	ASM332501v1
Bacillus subtilis	GCF_034440835.1	ASM3444083v1
Staphylococcus aureus	GCF_009740205.1	ASM974020v1
Escherichia coli	GCF_031167875.1	ASM3116787v1
Escherichia coli	GCF_030285505.1	ASM3028550v1
Enterococcus faecalis	GCF_029866805.1	ASM2986680v1
Pseudomonas aeruginosa	GCF_001542795.2	ASM154279v2
Pseudomonas aeruginosa	GCF_003073895.1	ASM307389v1
Escherichia coli	GCF_028752735.1	ASM2875273v1
Escherichia coli	GCF_019431335.1	ASM1943133v1
Escherichia coli	GCF_964036945.1	30345_1_279
Bacillus subtilis	GCF_000699525.1	ASM69952v1
Pseudomonas aeruginosa	GCF_036233695.1	ASM3623369v1
Escherichia coli	GCF_022439445.1	ASM2243944v1
Escherichia coli	GCF_002741195.1	ASM274119v1
Staphylococcus aureus	GCF_040315025.1	LA52
Staphylococcus aureus	GCF_030717605.1	ASM3071760v1
Enterococcus faecalis	GCF_030020595.1	ASM3002059v1
Limosilactobacillus fermentum	GCF_040267735.1	ASM4026773v1
Pseudomonas aeruginosa	GCF_009676885.1	ASM967688v1
Staphylococcus aureus	GCF_003595485.1	ASM359548v1
Salmonella enterica	GCF_028623125.1	ASM2862312v1
Salmonella enterica	GCF_023330865.1	ASM2333086v1
Escherichia coli	GCF_024298785.1	ASM2429878v1
Escherichia coli	GCF_030389655.1	ASM3038965v1
Escherichia coli	GCF_036504765.1	ASM3650476v1
Salmonella enterica	GCF_015240635.1	ASM1524063v1
Bacillus subtilis	GCF_030122885.1	ASM3012288v1
Salmonella enterica	GCF_000009505.1	ASM950v1
Salmonella enterica	GCF_037841875.1	ASM3784187v1
Salmonella enterica	GCF_016025395.1	ASM1602539v1
Staphylococcus aureus	GCF_024363465.1	ASM2436346v1
Escherichia coli	GCF_001900635.1	ASM190063v1
Escherichia coli	GCF_000725305.1	ASM72530v1
Escherichia coli	GCF_024918335.1	ASM2491833v1
Staphylococcus aureus	GCF_003351925.1	ASM335192v1
Pseudomonas aeruginosa	GCF_030121855.1	ASM3012185v1
Escherichia coli	GCF_900474445.1	39641_B02
Escherichia coli	GCF_019645795.1	ASM1964579v1
Escherichia coli	GCF_022494625.1	ASM2249462v1
Escherichia coli	GCF_020149605.1	ASM2014960v1
Salmonella enterica	GCF_004136055.1	ASM413605v1
Escherichia coli	GCF_015138575.1	ASM1513857v1
Escherichia coli	GCF_016458925.1	ASM1645892v1
Escherichia coli	GCF_003018075.1	ASM301807v1
Listeria monocytogenes	GCF_018966805.1	ASM1896680v1
Limosilactobacillus fermentum	GCF_003860425.1	ASM386042v1
Salmonella enterica	GCF_025259065.1	ASM2525906v1
Escherichia coli	GCF_023278265.1	ASM2327826v1
Staphylococcus aureus	GCF_022870465.1	ASM2287046v1
Escherichia coli	GCF_003180995.1	ASM318099v1
Staphylococcus aureus	GCF_021172825.1	ASM2117282v1
Escherichia coli	GCF_014338505.1	ASM1433850v1
Staphylococcus aureus	GCF_008462245.1	ASM846224v1
Salmonella enterica	GCF_000624395.2	ASM62439v2
Escherichia coli	GCF_003013205.1	ASM301320v1
Escherichia coli	GCF_002803905.1	ASM280390v1
Salmonella enterica	GCF_001975405.1	ASM197540v1
Escherichia coli	GCF_003399945.2	ASM339994v2
Escherichia coli	GCF_031661015.1	ASM3166101v1
Escherichia coli	GCF_024399055.1	ASM2439905v1
Escherichia coli	GCF_024023075.1	ASM2402307v1
Salmonella enterica	GCF_001975325.1	ASM197532v1
Escherichia coli	GCF_011331215.2	ASM1133121v2
Pseudomonas aeruginosa	GCF_002946935.1	ASM294693v1
Escherichia coli	GCF_025399135.1	ASM2539913v1
Escherichia coli	GCF_019334665.1	ASM1933466v1
Escherichia coli	GCF_031787095.1	ASM3178709v1
Escherichia coli	GCF_036705585.1	ASM3670558v1
Salmonella enterica	GCF_003718395.1	ASM371839v1
Staphylococcus aureus	GCF_019669165.1	ASM1966916v1
Staphylococcus aureus	GCF_022405255.1	ASM2240525v1
Escherichia coli	GCF_022493335.1	ASM2249333v1
Pseudomonas aeruginosa	GCF_000168335.1	ASM16833v1
Escherichia coli	GCF_024023055.1	ASM2402305v1
Salmonella enterica	GCF_015052765.1	ASM1505276v1
Enterococcus faecalis	GCF_039791395.1	ASM3979139v1
Escherichia coli	GCF_012934655.2	ASM1293465v2
Escherichia coli	GCF_017165215.1	ASM1716521v1
Escherichia coli	GCF_008949495.1	ASM894949v1
Escherichia coli	GCF_038096105.1	ASM3809610v1
Escherichia coli	GCF_030035565.1	ASM3003556v1
Salmonella enterica	GCF_024364865.1	ASM2436486v1
Salmonella enterica	GCF_034447935.1	ASM3444793v1
Enterococcus faecalis	GCF_036275755.1	ASM3627575v1
Salmonella enterica	GCF_002507875.2	ASM250787v2
Salmonella enterica	GCF_004136135.1	ASM413613v1
Salmonella enterica	GCF_024266145.1	ASM2426614v1
Escherichia coli	GCF_000022665.1	ASM2266v1
Escherichia coli	GCF_018884425.1	ASM1888442v1
Escherichia coli	GCF_030345615.1	ASM3034561v1
Escherichia coli	GCF_040529135.1	ASM4052913v1
Escherichia coli	GCF_009395265.1	ASM939526v1
Escherichia coli	GCF_022493555.1	ASM2249355v1
Escherichia coli	GCF_021534845.1	ASM2153484v1
Staphylococcus aureus	GCF_008370815.1	ASM837081v1
Escherichia coli	GCF_025252345.1	ASM2525234v1
Escherichia coli	GCF_037549885.1	ASM3754988v1
Escherichia coli	GCF_013167795.1	ASM1316779v1
Salmonella enterica	GCF_030440655.1	ASM3044065v1
Staphylococcus aureus	GCF_030644065.1	ASM3064406v1
Escherichia coli	GCF_014263375.1	ASM1426337v1
Salmonella enterica	GCF_003073495.1	ASM307349v1
Staphylococcus aureus	GCF_030168515.1	ASM3016851v1
Pseudomonas aeruginosa	GCF_900149285.1	PcyII-10
Escherichia coli	GCF_018499805.2	ASM1849980v2
Escherichia coli	GCF_019551855.1	ASM1955185v1
Escherichia coli	GCF_025946585.1	ASM2594658v1
Salmonella enterica	GCF_003181155.1	ASM318115v1
Escherichia coli	GCF_014169395.1	ASM1416939v1
Escherichia coli	GCF_003703795.1	ASM370379v1
Bacillus subtilis	GCF_905311385.2	NRS6116B
Salmonella enterica	GCF_030913595.1	ASM3091359v1
Salmonella enterica	GCF_009648715.1	ASM964871v1
Pseudomonas aeruginosa	GCF_008705235.1	ASM870523v1
Escherichia coli	GCF_003112165.1	ASM311216v1
Salmonella enterica	GCF_016454665.1	ASM1645466v1
Salmonella enterica	GCF_026873345.1	ASM2687334v1
Salmonella enterica	GCF_004324245.2	ASM432424v2
Escherichia coli	GCF_017164955.1	ASM1716495v1
Escherichia coli	GCF_001900925.1	ASM190092v1
Salmonella enterica	GCF_016839205.1	ASM1683920v1
Salmonella enterica	GCF_028893435.1	ASM2889343v1
Salmonella enterica	GCF_004324015.2	ASM432401v2
Salmonella enterica	GCF_023746725.1	ASM2374672v1
Salmonella enterica	GCF_005144925.1	ASM514492v1
Salmonella enterica	GCF_030345015.1	ASM3034501v1
Pseudomonas aeruginosa	GCF_034480885.1	ASM3448088v1
Pseudomonas aeruginosa	GCF_029856995.1	ASM2985699v1
Escherichia coli	GCF_003325975.1	ASM332597v1
Pseudomonas aeruginosa	GCF_001721825.1	ASM172182v1
Salmonella enterica	GCF_001647045.1	ASM164704v1
Salmonella enterica	GCF_001692655.1	ASM169265v1
Escherichia coli	GCF_029855165.1	ASM2985516v1
Bacillus subtilis	GCF_905315685.2	NRS6145B
Salmonella enterica	GCF_020714805.1	ASM2071480v1
Escherichia coli	GCF_022453605.1	ASM2245360v1
Salmonella enterica	GCF_000008105.1	ASM810v1
Staphylococcus aureus	GCF_024205325.1	ASM2420532v1
Bacillus subtilis	GCF_905319545.2	NRS6187B
Pseudomonas aeruginosa	GCF_032761935.1	ASM3276193v1
Enterococcus faecalis	GCF_023299545.1	ASM2329954v1
Escherichia coli	GCF_019443365.1	ASM1944336v1
Salmonella enterica	GCF_000626355.1	ASM62635v1
Escherichia coli	GCF_024585985.1	ASM2458598v1
Escherichia coli	GCF_018499845.2	ASM1849984v2
Escherichia coli	GCF_024585565.1	ASM2458556v1
Escherichia coli	GCF_040551675.1	ASM4055167v1
Escherichia coli	GCF_017639105.1	ASM1763910v1
Salmonella enterica	GCF_003429425.1	ASM342942v1
Enterococcus faecalis	GCF_033811895.1	ASM3381189v1
Escherichia coli	GCF_016889725.1	ASM1688972v1
Escherichia coli	GCF_024585765.1	ASM2458576v1
Escherichia coli	GCF_003570765.1	ASM357076v1
Pseudomonas aeruginosa	GCF_035557195.1	ASM3555719v2
Escherichia coli	GCF_904866345.1	MINF_8D
Escherichia coli	GCF_007922655.1	ASM792265v1
Salmonella enterica	GCF_020715285.1	ASM2071528v1
Enterococcus faecalis	GCF_005158025.1	ASM515802v1
Salmonella enterica	GCF_004768585.1	ASM476858v1
Staphylococcus aureus	GCF_001018915.2	ASM101891v2
Escherichia coli	GCF_014622965.1	ASM1462296v1
Salmonella enterica	GCF_030254685.1	ASM3025468v1
Staphylococcus aureus	GCF_022405475.1	ASM2240547v1
Limosilactobacillus fermentum	GCF_900205745.1	Lf_IMDO_130101
Staphylococcus aureus	GCF_009739865.1	ASM973986v1
Staphylococcus aureus	GCF_003203595.1	ASM320359v1
Pseudomonas aeruginosa	GCF_026727755.1	ASM2672775v1
Pseudomonas aeruginosa	GCF_037287585.1	ASM3728758v1
Listeria monocytogenes	GCF_003043895.1	ASM304389v1
Escherichia coli	GCF_030436695.1	ASM3043669v1
Bacillus subtilis	GCF_024220155.1	ASM2422015v1
Salmonella enterica	GCF_003717815.1	ASM371781v1
Escherichia coli	GCF_000974575.1	ASM97457v1
Escherichia coli	GCF_022558845.1	ASM2255884v1
Staphylococcus aureus	GCF_025559045.1	ASM2555904v1
Escherichia coli	GCF_028752695.1	ASM2875269v1
Staphylococcus aureus	GCF_034014575.1	ASM3401457v1
Salmonella enterica	GCF_004324025.2	ASM432402v2
Salmonella enterica	GCF_026801995.1	ASM2680199v1
Salmonella enterica	GCF_020715165.1	ASM2071516v1
Salmonella enterica	GCF_038380095.1	ASM3838009v1
Salmonella enterica	GCF_028892975.1	ASM2889297v1
Escherichia coli	GCF_020423165.1	ASM2042316v1
Escherichia coli	GCF_017348835.2	ASM1734883v2
Enterococcus faecalis	GCF_023375485.1	ASM2337548v1
Escherichia coli	GCF_036500485.1	ASM3650048v1
Salmonella enterica	GCF_022670735.1	ASM2267073v1
Escherichia coli	GCF_005393605.2	ASM539360v2
Salmonella enterica	GCF_000940975.1	ASM94097v1
Escherichia coli	GCF_023516055.1	ASM2351605v1
Pseudomonas aeruginosa	GCF_027570655.1	ASM2757065v1
Salmonella enterica	GCF_900478065.1	50681_B01
Salmonella enterica	GCF_009648835.1	ASM964883v1
Escherichia coli	GCF_040571365.1	ASM4057136v1
Pseudomonas aeruginosa	GCF_036236015.1	ASM3623601v1
Bacillus subtilis	GCF_028541585.1	ASM2854158v1
Escherichia coli	GCF_025996555.1	ASM2599655v1
Salmonella enterica	GCF_000271905.2	ASM27190v2
Listeria monocytogenes	GCF_016775745.1	ASM1677574v1
Enterococcus faecalis	GCF_000742975.1	ASM74297v1
Enterococcus faecalis	GCF_030064715.1	ASM3006471v1
Enterococcus faecalis	GCF_022810805.1	ASM2281080v1
Salmonella enterica	GCF_030644285.1	ASM3064428v1
